0.000000000000000e+00	0.000000000000000e+00
1.000000000000000e-01	4.993752603624200e-02
2.000000000000000e-01	9.950083263923599e-02
3.000000000000000e-01	1.483188162731040e-01
4.000000000000000e-01	1.960265779553187e-01
5.000000000000000e-01	2.422684576748739e-01
6.000000000000000e-01	2.867009880639157e-01
7.000000000000000e-01	3.289957415400589e-01
7.999999999999999e-01	3.688420460941700e-01
8.999999999999999e-01	4.059495460788056e-01
9.999999999999999e-01	4.400505857449334e-01
1.100000000000000e+00	4.709023948662929e-01
1.200000000000000e+00	4.982890575672154e-01
1.300000000000000e+00	5.220232474146604e-01
1.400000000000000e+00	5.419477139308545e-01
1.500000000000000e+00	5.579365079100996e-01
1.600000000000000e+00	5.698959352616805e-01
1.700000000000000e+00	5.777652315290233e-01
1.800000000000000e+00	5.815169517311652e-01
1.900000000000001e+00	5.811570727134341e-01
2.000000000000000e+00	5.767248077568734e-01
2.100000000000001e+00	5.682921357570386e-01
2.200000000000001e+00	5.559630498190639e-01
2.300000000000001e+00	5.398725326043136e-01
2.400000000000001e+00	5.201852681819308e-01
2.500000000000001e+00	4.970941024642738e-01
2.600000000000001e+00	4.708182665175784e-01
2.700000000000001e+00	4.416013791182528e-01
2.800000000000001e+00	4.097092468522884e-01
2.900000000000001e+00	3.754274818130954e-01
3.000000000000001e+00	3.390589585259359e-01
3.100000000000001e+00	3.009211331010571e-01
3.200000000000002e+00	2.613432487805042e-01
3.300000000000002e+00	2.206634529852404e-01
3.400000000000002e+00	1.792258516815064e-01
3.500000000000002e+00	1.373775273623264e-01
3.600000000000002e+00	9.546554717787557e-02
3.700000000000002e+00	5.383398774546106e-02
3.800000000000002e+00	1.282100292673077e-02
3.900000000000002e+00	-2.724403962078081e-02
4.000000000000002e+00	-6.604332802354979e-02
4.100000000000001e+00	-1.032732577473392e-01
4.200000000000001e+00	-1.386469421260466e-01
4.300000000000001e+00	-1.718965602215407e-01
4.400000000000000e+00	-2.027755219230866e-01
4.500000000000000e+00	-2.310604319233706e-01
4.600000000000000e+00	-2.565528360974444e-01
4.699999999999999e+00	-2.790807358433351e-01
4.799999999999999e+00	-2.984998580995577e-01
4.899999999999999e+00	-3.146946710151904e-01
4.999999999999998e+00	-3.275791375914651e-01
5.099999999999998e+00	-3.370972020182317e-01
5.199999999999998e+00	-3.432230058719218e-01
5.299999999999997e+00	-3.459608338011861e-01
5.399999999999997e+00	-3.453447907795864e-01
5.499999999999996e+00	-3.414382154290436e-01
5.599999999999996e+00	-3.343328362910077e-01
5.699999999999996e+00	-3.241476802228567e-01
5.799999999999995e+00	-3.110277443039431e-01
5.899999999999995e+00	-2.951424447290169e-01
5.999999999999995e+00	-2.766838581275666e-01
6.099999999999994e+00	-2.558647725583842e-01
6.199999999999994e+00	-2.329165670732240e-01
6.299999999999994e+00	-2.080869402072439e-01
6.399999999999993e+00	-1.816375090241852e-01
6.499999999999993e+00	-1.538413014099738e-01
6.599999999999993e+00	-1.249801651605657e-01
6.699999999999992e+00	-9.534211804138873e-02
6.799999999999992e+00	-6.521866340168829e-02
6.899999999999991e+00	-3.490209610462087e-02
6.999999999999991e+00	-4.682823482348503e-03
7.099999999999991e+00	2.515327425390772e-02
7.199999999999990e+00	5.432742022236427e-02
7.299999999999990e+00	8.257043049325513e-02
7.399999999999990e+00	1.096250948539882e-01
7.499999999999989e+00	1.352484275797028e-01
7.599999999999989e+00	1.592137683963542e-01
7.699999999999989e+00	1.813127153245856e-01
7.799999999999988e+00	2.013568727558939e-01
7.899999999999988e+00	2.191793999217491e-01
7.999999999999988e+00	2.346363468539128e-01
8.099999999999987e+00	2.476077669815914e-01
8.199999999999987e+00	2.579985976486797e-01
8.299999999999986e+00	2.657393020418634e-01
8.399999999999986e+00	2.707862682768348e-01
8.499999999999986e+00	2.731219636740536e-01
8.599999999999985e+00	2.727548445458808e-01
8.699999999999985e+00	2.697190240921085e-01
8.799999999999985e+00	2.640737032396786e-01
8.899999999999984e+00	2.559023714439773e-01
8.999999999999984e+00	2.453117865733271e-01
9.099999999999984e+00	2.324307450058587e-01
9.199999999999983e+00	2.174086549604523e-01
9.299999999999983e+00	2.004139278437054e-01
9.399999999999983e+00	1.816322040070249e-01
9.499999999999982e+00	1.612644307575336e-01
9.599999999999982e+00	1.395248117406896e-01
9.699999999999982e+00	1.166386479002173e-01
9.799999999999981e+00	9.284009111281478e-02
9.899999999999981e+00	6.836983228369689e-02
9.999999999999980e+00	4.347274616886631e-02
1.009999999999998e+01	1.839551545757658e-02
1.019999999999998e+01	-6.615743297718761e-03
1.029999999999998e+01	-3.131782947600164e-02
1.039999999999998e+01	-5.547276184899286e-02
1.049999999999998e+01	-7.885001422732660e-02
1.059999999999998e+01	-1.012286625855711e-01
1.069999999999998e+01	-1.223994239271717e-01
1.079999999999998e+01	-1.421665682987311e-01
1.089999999999998e+01	-1.603496866808493e-01
1.099999999999998e+01	-1.767852989567179e-01
1.109999999999998e+01	-1.913282877750460e-01
1.119999999999998e+01	-2.038531458646977e-01
1.129999999999998e+01	-2.142550262074999e-01
1.139999999999998e+01	-2.224505864149666e-01
1.149999999999998e+01	-2.283786206653223e-01
1.159999999999997e+01	-2.320004746197552e-01
