1.169999999999997e+01	-2.333002408314301e-01
1.179999999999997e+01	-2.322847342673841e-01
1.189999999999997e+01	-2.289832496619252e-01
1.199999999999997e+01	-2.234471044906294e-01
1.209999999999997e+01	-2.157489733769271e-01
1.219999999999997e+01	-2.059820216995628e-01
1.229999999999997e+01	-1.942588480405950e-01
1.239999999999997e+01	-1.807102468826773e-01
1.249999999999997e+01	-1.654838046147643e-01
1.259999999999997e+01	-1.487423434219652e-01
1.269999999999997e+01	-1.306622290042365e-01
1.279999999999997e+01	-1.114315592776083e-01
1.289999999999997e+01	-9.124825224994559e-02
1.299999999999997e+01	-7.031805212178477e-02
1.309999999999997e+01	-4.885247333423032e-02
1.319999999999997e+01	-2.706670276478585e-02
1.329999999999997e+01	-5.177480554677791e-03
1.339999999999997e+01	1.659901986400238e-02
1.349999999999997e+01	3.804929208599463e-02
1.359999999999997e+01	5.896455724873102e-02
1.369999999999997e+01	7.914276510010819e-02
1.379999999999997e+01	9.839051665834810e-02
1.389999999999997e+01	1.165248903690505e-01
1.399999999999997e+01	1.333751546987878e-01
1.409999999999997e+01	1.487843512973889e-01
1.419999999999997e+01	1.626107342001711e-01
1.429999999999997e+01	1.747290520132185e-01
1.439999999999996e+01	1.850316616145744e-01
1.449999999999996e+01	1.934294635960443e-01
1.459999999999996e+01	1.998526514474300e-01
1.469999999999996e+01	2.042512683299042e-01
1.479999999999996e+01	2.065955671798086e-01
1.489999999999996e+01	2.068761718099253e-01
1.499999999999996e+01	2.051040386135238e-01
1.509999999999996e+01	2.013102204084927e-01
1.519999999999996e+01	1.955454358660235e-01
1.529999999999996e+01	1.878794498323520e-01
1.539999999999996e+01	1.784002716552060e-01
1.549999999999996e+01	1.672131803517518e-01
1.559999999999996e+01	1.544395870856798e-01
1.569999999999996e+01	1.402157469423445e-01
